Term in CSV,Other Term in CSV,Similarity Score
Dataprocessing,Data processing,97
Deposities,Depositie,95
Processen,Processie,89
Karteringen,Kartering,90
Metrologie,Meteorologie,91
Metrologie,Petrologie,90
Omzettingsgesteenten,afzettingsgesteenten,90
Organische chemie,Anorganische chemie,89
Thermoluminescence dating,Thermoluminescentiedatering,88
Gewervelde dieren,Ongewervelde dieren,89
Petrologie,Metrologie,90
Restauraties,Restauratiefonds,86
Restauraties,Restauratie,96
dakpannen,bakpannen,89
Tam,Tram,86
Spoorelementen,Sporenelementen,90
Chromatograpy,Chromatography,96
Jong paleolithicum,oud paleolithicum,86
Jong paleolithicum,jong paleolithicum,94
Antropografie,Antropogeografie,90
trechterbeker-cultuur,Trechterbekercultuur,93
Kaenozoicum,Cenozoicum,86
Beaker culture,Bekerculturen,89
Ethnografie,etnografie,86
Baden-cultuur,Badcultuur,87
Amuletten,amuletten,89
Judaea,Judea,91
Tribale samenleving,Rurale samenleving,86
Varkens,Varens,92
Varkens,Varken,92
Varkens,varkens,86
kokerbijlen,kokerstijlen,87
kokerbijlen,kernbijlen,86
Aardbevingen,Aardbeving,91
Galloromeins,Gallo-romeins,96
Laat-glaciaal,Laatglaciaal,96
Agelsaksen,Angelsaksen,95
Gallo-romeins,Galloromeins,96
Graffito,Graffiti,88
Precolumbiaans,Pré-columbiaans,90
Transgressie,Transgressies,96
Chorologie,Chronologie,86
Cenozoicum,Kaenozoicum,86
Gedenktekens,Gedenkteken,96
Gedenktekens,gedenktekens,92
Algemene wereldgeschiedenis,Algemene geschiedenis,88
bastions,bastion,93
Waterschappen,Waterschap,87
Krypten,crypten,86
Zonnewijzers,zonnewijzer,87
Zonnewijzers,zonnewijzers,92
Genotsmiddelen,Geneesmiddelen,86
Genotsmiddelen,genotmiddelen,89
ziekenhuizen,oogziekenhuizen,89
theaters,theater,93
Mergels,Mergel,92
Rekenpenningen,rekenpenningen,93
Menhirs,Menhir,92
parochiekerken,parochiekerk,92
Brochs,Broches,92
Keukens,Keuken,92
Basilicae,Basilica,94
Kelders,Kwelders,93
Stadsplattegronden,Stadsplattegrond,94
graftomben,graftombe,95
fonteinen,fontein,88
druiven,drijven,86
druiven,druilen,86
Steenkamers,Stenen kamers,92
Beekdalen,Beekdal,88
Vegetatiehorizont,Vegetatiehorizonten,94
rijtuigen,rijtuig,88
Archeologische monumentenkaart,archeologische monumentenzorg,85
Archeologische monumentenkaart,Archeologische monumenten,91
Gemeentebeleid,Gemeentelijk beleid,85
eilanden,landen,86
Plaatsnamen,Plaatsnaam,86
Plaatsnamen,Plantnamen,86
Buurtschappen,Buurtschap,87
Buurtschappen,Buurschappen,96
Palaeoecologie,Paleoecologie,96
Palaeoecologie,Paleoserologie,86
Palaeoecologie,Paleo-ecologie,93
stadsgezichten,Stadsgezicht,85
Stedenbouw,Stedebouw,95
Stedenbouw,Steenbouw,95
sociaal-economische geschiedenis,sociaal-geografische geschiedenis,86
Natuurgebieden,natuurgebied,85
ornamenten,ornamentprent,87
Hellenischtische periode,Pre-hellenischtische periode,88
Pre-hellenischtische periode,Hellenischtische periode,88
Geohydrologie,hydrologie,87
Expedities,Expeditie,95
Indians of south america,Indians of north america,92
Nationale parken,Nationale plannen,85
Hoogvenen,Hoogveen,94
archeologische parken,archeologische perioden,86
Rurale samenleving,Tribale samenleving,86
Moated sites,Moated site,96
Rivierbeddingen,Rivierbedding,93
Gemeenschappen,Geowetenschappen,87
Nationale landschapsparken,Nationaal landschapspark,92
Nationale landschapsparken,Nationale landschappen,92
Ringgreppels,kringgreppels,88
Dakpanstempels,Dakpanstempel,96
Paleoethnologie,Paleopathologie,87
Paleoethnologie,Paleontologie,86
Paleoethnologie,Paleoecologie,86
Aardkundige waarden,Aardkundige waarde,97
Plantensociologie,Plantenecologie,88
Plantensociologie,Plantenfysiologie,88
Metrieke stelsel,Metriek stelsel,97
Ganggraven,Langgraven,90
Langgraven,Ganggraven,90
inhumatiegraven,inhumatiegraf,86
Spinnewielen,Spinnewiel,91
Speelschijven,speelschijven,92
Dierornamentiek,Tierornamentik,90
tympanen,timpanen,88
Gilden,Gilde,91
Pilgrimage,Pelgrimage,90
Priories,Prairies,88
Mycologie,Myologie,94
Dagel?ks leven,Dagelijks leven,90
Kerstening,Verstening,90
Doopvonten,doopvonten,90
Dijkrechten,Dijkrecht,90
Vervoersmiddelen,Vervoermiddelen,97
Judea,Judaea,91
Houtwerken,Houtwerk,89
Steenslingers,Speerslingers,85
Wapenuitrusting,Wapenrusting,89
Strijdhamers,Strijdhamer,96
Spinnen (textiel,Spinnen (textiel),97
klompen,klampen,86
Zitmeubels,Zitmeubelen,86
spanten,spatten,86
spanten,spannen,86
Vakwerkhuizen,werkhuizen,87
Woonvertrekken,Woonvertrek,88
Schoenmakerij,schoenmakerijen,86
tolhuizen,dolhuizen,89
Buitenplaatsen,buitenplaatsen,93
Utilitaire bouwkunst,Militaire bouwkunst,92
esdorpen,dorpen,86
Glasblazen,Glasblazer,90
portalen,sportzalen,89
borgen,bogen,91
borgen,boren,91
ruïnes,ruïne,91
kostscholen,kostschool,86
stinsen,stinzen,86
heuvels,heugels,86
heuvels,deuvels,86
Plaggen,Vlaggen,86
Plaggen,vlaggen,86
spuisluizen,spilbuizen,86
spuisluizen,spuihuizen,86
Tradities,Traditie,94
gieterijen,gieterij,89
gieterijen,tingieterijen,87
Malerij,Galerij,86
Bedrijven,drijven,88
Hoogheemraadschappen,Hoogheemraadschap,92
stormvloedkeringen,stormvloedkering,94
Stormvloeden,Stormvloed,91
boren,borden,91
boren,borgen,91
boren,oren,89
scharen,schalen,86
scharen,schoren,86
scharen,scheren,86
scharen,schuren,86
scharen,schaven,86
Glissen,klissen,86
Glissen,glissen,86
Dobbelstenen,dobbelstenen,92
Mideeleeuwen,Middeleuwen,87
Mideeleeuwen,Middeeleeuwen,96
Cloisonné,cloisonné,89
klokkengieterijen,klokkengieterij,94
Pijpenmakers,Pijpmaker,86
Pijpenmakers,Pijpenmakerij,88
schijven,schuiven,88
Handwerk,Handmerk,88
Handwerk,Mandwerk,88
Plantmorfologie,Plantenmorphologie,85
Ecosystemen,Ecosysteem,86
Plantfysiologie,Plantenfysiologie,94
Kruiden,Kruisen,86
Kruiden,Druiden,86
cottages,cottage,93
Archeologische monumenten,archeologische monumentenzorg,89
Archeologische monumenten,Archeologische monumentenkaart,91
Archeologische monumenten,Archeologische bronnen,85
Archeologische monumenten,archeologisch monument,89
Bestrijdingsmiddelen,Bestrijdingsmiddel,95
Bestrijdingsmiddelen,Bestormingsmiddelen,87
Verzilting,Verzuiling,90
Kwelders,Kelders,93
Konijnen,Kozijnen,88
Geiten,Gebitten,86
schalen,scholen,86
schalen,scharen,86
schalen,schalmen,93
schalen,schaven,86
Gouddraad,gouddraad,89
Reparaties,Reparatie,95
Kostuums,Kostuum,93
Tierornamentik,Dierornamentiek,90
Reisverhalen,Reisverhaal,87
Dialecten,Dialect,88
runenstenen,runstenen,90
Myologie,Mythologie,89
Myologie,Mycologie,94
Dermologie,Dendrologie,86
Micro-organismen,Micro-organisme,97
Sponzen,sponzen,86
Hengels,tengels,86
Varens,Varkens,92
Jongere dryas,Jonge dryas,92
Toendra's,Toendra,88
Veenvorming,Vervorming,86
Plantenmorphologie,Plantmorfologie,85
Botindustrie,Zoutindustrie,88
Botindustrie,Houtindustrie,88
Botindustrie,Bouwindustrie,88
Pfynerkultuur,Pfyner cultuur,89
Vergelijkingscollecties,Vergelijkingscollectie,98
Paleozoölogie,Paleontologie,85
Paleozoölogie,Paleoecologie,85
Australopithecus africanus,Australopithecus afarensis,85
Zeezoogdieren,Zoogdieren,87
Zeezoogdieren,Zeeroofdieren,85
Zeeroofdieren,Zeezoogdieren,85
Trias,Tras,89
Plantnamen,Plaatsnamen,86
beren,been,89
beren,bermen,91
Laatglaciaal,Laat-glaciaal,96
Vlasverwerking,Glasverwerking,93
Vlasverwerking,Vlasbewerking,89
Houtproductie,Houtproduktie,92
Houtproductie,Bouwproductie,85
Houtproductie,zoutproductie,92
Houtconstructies,Houtconstructie,97
Houtconstructies,bouwconstructies,88
Houtconstructies,constructies,86
Grassen,brassen,86
Grafrituelen,Grafritueel,87
Prairies,Priories,88
Dierenfysiologie,Dierfysiologie,93
slangen,slagen,92
Meerafzettingen,Veenafzettingen,87
Meerafzettingen,Oeverafzettingen,90
Meerafzettingen,beekafzettingen,87
Pleniglaciaal,Peri-glaciaal,85
Pleniglaciaal,Periglaciaal,88
Preglaciaal,Periglaciaal,87
Electronen microscoop,Elektronenmicroscopie,86
greppels,greppel,93
Gymnospermen,Gymnospermae,92
heggen,eggen,91
heggen,scheggen,86
Begrazing,Begraving,89
Relikten,Relieken,88
Relikten,Relicten,88
Bosontwikkeling,dorpsontwikkeling,88
Monocotyledons,Monocotyledoneae,87
Bryophyta,Brypohyta,89
Monocotyledoneae,Monocotyledons,87
Veenafzettingen,Meerafzettingen,87
Veenafzettingen,beekafzettingen,87
priemen,riemen,92
Exploitatie,Exploratie,86
Grensgebieden,Grensgebied,92
Skeletten,Skeletresten,86
Toendra,Toendra's,88
Bacterieën,Bacterie,89
Bacterieën,Bacteriën,95
Sporenelementen,Spoorelementen,90
Voedselketens,Voedselresten,85
wervels,wervel,92
Toepassingen,Toepassing,91
Beenstructuur,Wegenstructuur,89
Peri-glaciaal,Pleniglaciaal,85
Peri-glaciaal,Periglaciaal,96
Gymnospermae,Gymnospermen,92
Eland,Eiland,91
Eekhoorn,Eenkoorn,88
Botanalyse,houtanalyse,86
brandkuilen,brandrestkuilen,85
Biogene structuren,geen structuren,85
Paleoserologie,Paleoecologie,89
Paleoserologie,Palaeoecologie,86
Paleoserologie,Paleoserology,89
Paleoserologie,Paleo-ecologie,86
Beken,Bleken,91
Fytogeografie,Phytogeografie,89
Stollingsgesteenten,Stollingsgesteente,97
Stollingsgesteenten,stollingsgesteenten,95
Handelsnederzettingen,Handelsnederzetting,95
Periglaciaal,Pleniglaciaal,88
Periglaciaal,Preglaciaal,87
Periglaciaal,Peri-glaciaal,96
Seismisch onderzoek,Statistisch onderzoek,85
Seismologie,Semiologie,86
Pingo's,Piano's,86
Metamorf gesteente,Metamorfe gesteenten,95
Metamorf gesteente,metamorfgesteente,91
Invloeden,Invloed,88
Vegetatiehorizonten,Vegetatiehorizont,94
Diepzeeën,Diepzee,88
Waterscheiding,erfscheiding,85
Metamorfe gesteenten,Metamorf gesteente,95
Metamorfe gesteenten,metamorfgesteente,86
Geowetenschappen,Gemeenschappen,87
Diepzee,Diepzeeën,88
bunkers,bunker,92
viaducten,viaduct,88
Droogscheuren,droogschuren,88
Munrschatten,Muntschatten,92
Palaeogeografie,Paleografie,85
Palaeogeografie,Paleogeografie,97
Cultuurhistorische projecten,Cultuurhistorische objecten,95
cultuurhistorische waarden,Cultuurhistorische waarde,94
cultuurhistorische waarden,Cultuurhistorische waardenkaart,88
C (computer program language),C++ (computer program language),97
C++ (computer program language),C (computer program language),97
Nationale plannen,Nationale parken,85
Nmp,Nmp3,86
Milieuvraagstuk,Milieuvraagstukken,91
Nmp3,Nmp,86
Methoden en technieken van de archeologie,Methoden en technieken van de biologie,91
Verenigde oostindische compagnie,Verenigde Oost-Indische Compagnie,89
Verenigde oostindische compagnie,Vereenigde oost-indische compagnie,97
Spatial analysis,Spatial data analysis,86
Voege middeleeuwen,Vroege Middeleeuwen,92
Voege middeleeuwen,Hoge middeleeuwen,91
Voege middeleeuwen,Volle middeleeuwen,89
Voege middeleeuwen,vroege middeleeuwen,92
Voege middeleeuwen,vroege middeleeuwen A,87
Voege middeleeuwen,vroege middeleeuwen B,87
Voege middeleeuwen,vroege middeleeuwen C,87
Voege middeleeuwen,vroege middeleeuwen D,87
Groenvoorzieningen,Groenvoorziening,94
Lyngbybijl,Lyngby-bijlen,87
Jonge dryas,Jongere dryas,92
Oplosmiddelen,Oplosmiddel,92
Porspectie,Perspectief,86
Archeologische advieskaart,Archeologische beleidsadvieskaart,88
Archeologische advieskaart,Archeologische basiskaart,90
Kunstverzamelingen,Kunstverzameling,94
Genootschappen,Genootschap,88
Archeologische waarden,Archeologische waarde,98
Beplantingen,Belastingen,87
landschapselementen,landschapselement,94
Brypohyta,Bryophyta,89
Biodiversiteit,diversiteit,88
Kanunniken,Kanunnik,89
Computersimulatie,Computer simulation,89
Messenmakerij,Messenmaker,92
Handschriftenkunde,handschriftkunde,88
Randversiering,Wandversiering,93
Archeologische bronnen,Archeologische monumenten,85
Depositie,Deposities,95
Geo-archeologisch onderzoek,Archeologisch onderzoek,88
Geo-archeologisch onderzoek,tuinarcheologisch onderzoek,85
Nationaal-socialisme,Nationaal Socialisme,90
Paleoserology,Paleoserologie,89
Nationalisme,rationalisme,92
Stein-groep,Steingroep,95
Gastronomie,Astronomie,86
Phytogeografie,Fytogeografie,89
Trekarbeid,Trekarbeider,91
Git,Geit,86
Verplaatsingen,Verplaatsingsmeting,85
voorden,koorden,86
voorden,boorden,86
Herbegraving,Hurkbegraving,88
Bouwvergunningen,Bouwvergunning,93
Bouwonderzoek,Zoutonderzoek,85
Bouwonderzoek,Botonderzoek,88
Bouwonderzoek,Houtonderzoek,85
Bouwonderzoek,oud onderzoek,85
Milieuvraagstukken,Milieuvraagstuk,91
Lesmaterialen,materialen,87
Mistiek,Mystiek,86
Landschapsbouw,Landschapsbehoud,87
Metrisch onderzoek,Magnetisch onderzoek,89
Metrisch onderzoek,Thermisch onderzoek,86
Landschapsverkenningen,Landschapstekening,85
Larven,Larve,91
Bootbegravingen,Begravingen,85
Oosporen,sporen,86
ringwalburgen,(ring)walburg,85
Steenrelief,Steenreliëfs,87
Droogmakerijen,droogmakerij,85
Uiterwaarden,Uiterwaard,91
Archeologische verwachtingskaart,Archeologische verwachtingswaarden,91
Nderzettingen,Nederwettingen,89
3d modellen,2d modellen,91
Tolwezen,Tolwegen,88
Trekschuiten,Trekschuit,91
Stadsrechten,Stadsrecht,91
Nederwettingen,Nderzettingen,89
Informatie - maatschappij,Informatiemaatschappij,94
Belastingrecht,Belastingwet,85
Motorschepen,voorschepen,87
Australopithecus afarensis,Australopithecus africanus,85
Kramers,Kamers,92
Houtonderzoek,Zoutonderzoek,92
Houtonderzoek,Botonderzoek,88
Houtonderzoek,Bouwonderzoek,85
Houtonderzoek,oud onderzoek,85
Grafschriften,Grafschrift,92
Scythen,Skythen,86
Stellingen,stellingen,90
brouwerijen,brouwerij,90
brouwerijen,bierbrouwerijen,85
Nationale landschappen,Nationaal landschap,88
Nationale landschappen,Nationale landschapsparken,92
Verwerking,Verwering,95
Verwerking,Verering,89
Boerderijnamen,Boerderijnaam,89
Natuurmonumenten,Natuurmonument,93
Buurschappen,Buurschap,86
Buurschappen,Buurtschappen,96
straatnamen,straatnaam,86
Computer simulation,Computersimulatie,89
Chemische industrie,Keramische industrie,87
Chemische industrie,Chemische-industrie,95
Waardenkaarten,waardenkaart,85
Interieuren,Interieur,90
Interieuren,Interieurs,86
steenhuizen,seinhuizen,86
steenhuizen,studentenhuizen,85
Veldonderzoek,Verfonderzoek,85
Steenwinning,veenwinning,87
Steenwinning,teerwinning,87
Stadskranen,Stadskraan,86
Stadskranen,Stadskernen,91
Plaatselijke politie,Plaatselijke politiek,98
Vroege ijzertijd,Vroege IJzertijd,88
Vroege ijzertijd,vroege ijzertijd,94
ridderhofsteden,ridderhofstede,97
Grafvondsten,Grafvondst,91
wierookvaten,wierookvat,91
voetpaden,voetpad,88
Strijdhamer,Strijdhamers,96
Bokalen,oksalen,86
Keien,Koeien,91
Kaarden,haarden,86
Kaarden,Kaarsen,86
Kaarden,Paarden,86
Kaarden,baarden,86
Kaarden,paarden,86
Kaarden,gaarden,86
Facades,Facade,92
Propectie,Projectie,89
Historisch-geografische waardenkaart,Historisch-geografische waarde,91
Archeologische verwachtingswaarden,Archeologische verwachtingskaart,91
Stinzen,stinzen,86
States,State,91
Archeologische beleidsadvieskaart,Archeologische advieskaart,88
schaapskooien,schaapskoppen,85
karrensporen,karresporen,96
karrensporen,karrenspoor,87
Puin,Pui,86
Beleidsadvieskaarten,Beleidsadvieskaart,95
Archeologische basiskaart,Archeologische advieskaart,90
Stenen kamers,Steenkamers,92
Laat-middeleeuwen,Late middeleeuwen,88
Midden-neotlihicum,Midden neolithicum,89
Laat neolithicum,Laat Paleolithicum,88
Laat neolithicum,laat mesolithicum,85
Laat neolithicum,laat neolithicum,94
Laat neolithicum,laat neolithicum A,88
Laat neolithicum,laat neolithicum B,88
Midden bronstijd,midden bronstijd,94
Midden bronstijd,midden bronstijd A,88
Midden bronstijd,midden bronstijd B,88
Late bronstijd,late bronstijd,93
Vervoermiddelen,Vervoersmiddelen,97
Bedrijfsinnovatie,Bedrijfsinformatie,86
pension,pensions,93
Stadskernen,Stadskern,90
Stadskernen,Stadskranen,91
Wastafeltjes,Wastafels,86
Arbeidsomstandighedenwet,Arbeidsomstandigheden,93
Arbeidsomstandighedenwet,Arbeidsomstandighedenrecht,92
Arbeidsomstandighedenrecht,Arbeidsomstandigheden,89
Arbeidsomstandighedenrecht,Arbeidsomstandighedenwet,92
Culturen,Kulturen,88
Olijven,lijven,92
grafkuilen,grafkuil,89
grafkuilen,grafkruizen,86
laat-paleolithicum,laat paleolithicum A,89
laat-paleolithicum,laat paleolithicum B,89
Jager-verzamelaars,Jagers-verzamelaars,97
Bewoningssporen,koningssporen,86
Kampement,Kampementen,90
Gebrandschilderd raam,Geschilderd raam,86
paalkuilen,afvalkuilen,86
haardkuilen,haardkuil,90
Bot (verbrand),Bot (onverbrand),93
Bot (onverbrand),Bot (verbrand),93
Bot (onverbrand),Visbot (onverbrand),86
Dagboeken,Dagboek,88
Visbot (onverbrand),Bot (onverbrand),86
Vroeg Romeinse tijd,vroeg Romeinse tijd,95
Vroeg Romeinse tijd,vroeg Romeinse tijd A,90
Vroeg Romeinse tijd,vroeg Romeinse tijd B,90
Dijkdoorbraken,Dijkdoorbraak,89
villaboerderij,villaboerderijen,93
Fundamenten,Fundament,90
Laat Paleolithicum,Laat neolithicum,88
Volle middeleeuwen,Hoge middeleeuwen,86
Volle middeleeuwen,Voege middeleeuwen,89
Volle middeleeuwen,late middeleeuwen,86
Ophogingslagen,Ophopingslagen,93
Midden paleolithicum,Midden neolithicum,89
Midden paleolithicum,midden paleolithicum,95
Vroege IJzertijd,Vroege ijzertijd,88
Begravingen,Begraving,90
Begravingen,Vergravingen,87
Begravingen,Bootbegravingen,85
Beleidsadvieskaart,Beleidsadvieskaarten,95
Vroege bronstijd,vroege bronstijd,94
Volksgebruiken,Volksgebruik,92
Vroeg Mesolithicum,vroeg mesolithicum,89
Vroeg Mesolithicum,vroeg neolithicum,86
Midden Ijzertijd,Midden-Ijzertijd,94
Midden Ijzertijd,midden ijzertijd,88
Klingen,klingen,86
Middeeleeuwen,Middeleuwen,92
Middeeleeuwen,Mideeleeuwen,96
griffels,riffels,93
Midden-Ijzertijd,Midden Ijzertijd,94
Voedselresten,Voedselketens,85
Funderingsresten,Funderingsherstel,85
Plattelandssamenleving,Plattelandssamenlevingen,96
Levensgeschiedenis,Zeegeschiedenis,85
Bewoners,Bewoner,93
Interieurkunst,Interieurskunst,97
natuurbeheer,Natuurbeheer,92
Kaas,Kas,86
Anthropologie,Antropologie,96
polders,polder,92
polders,bolders,86
polders,zolders,86
Kassen,Karossen,86
Kassen,Klassen,92
Kassen,assen,91
schoenen,schenen,93
schoenen,schoepen,88
Volskcultuur,Volkscultuur,92
Landschapsplannen,Landschapsparken,85
Landschapsplannen,Landschapsplan,90
Verbouwingen,Verbouwing,91
Verbouwingen,Bebouwingen,87
Veenstallen,veestallen,86
Dakconstructies,Dakconstructie,97
Dakconstructies,Kapconstructies,87
Dakconstructies,constructies,89
Dakconstructies,Balkconstructie,87
Bouwwijzen,Bouwwijze,95
Mutabiliteit,Stabiliteit,87
Technische ontwikkeling,Economische ontwikkeling,85
Landwetenschappen,aardwetenschappen,88
Volksarchitectuur,Glasarchitectuur,85
toegangshekken,toegangshek,88
Strodaken,Strodak,88
kippenren,kippenrennen,86
spits,sits,89
Versieringen,Versterkingen,88
Bebouwingen,Bebouwing,90
Bebouwingen,Verbouwingen,87
Strandwallen,Strandwal,86
Midden neolithicum,Midden-neotlihicum,89
Midden neolithicum,Midden paleolithicum,89
Midden neolithicum,midden mesolithicum,86
Midden neolithicum,midden neolithicum,94
Midden neolithicum,midden neolithicum A,89
Midden neolithicum,midden neolithicum B,89
kamerplanten,kamerplant,91
Groenten,Groente,93
Ruilverkavelingen,Ruilverkaveling,94
Bedrijfsleer,Bedrijfsleven,88
Bedrijfsleer,Bedrijfsvloer,88
bollenschuren,bollenschuur,88
bollenschuren,molenschuren,88
Rundveehouderijen,Rundveehouderij,94
Bakovens,Bakoven,93
Landrichting,Landinrichting,92
Tabaksboerderijen,Tabaksboerderij,94
Tabaksboerderijen,kaasboerderijen,88
Kleuren,kleuren,86
Draaiconstructie,Dakconstructie,87
Draaiconstructie,Draagconstructie,94
Scheep,Scheepje,86
Relikwieën,Relikwie,89
Kluisdeur,sluisdeur,89
Determinaties,Determinatie,96
Reconstructies,constructies,92
Sexualiteit,Seksualiteit,87
kalkovens,kalkoven,94
Dorpsgezichten,Dorpsgezicht,92
Kloosterwezen,Kloosterleven,85
Kloosterleven,Kloosterwezen,85
Broederschappen,Broederschap,89
ververijen,wolververijen,87
Gedenkstenen,Gedenkteken,87
Gedenkstenen,eekstenen,86
Gedenkstenen,gedenksteen,87
Hervorming,Vervorming,90
Stadsbestuurders,Stadsbestuur,86
waardenkaart,Waardenkaarten,85
Emails,Email,91
gordel,gordels,92
Woonwijken,Woonwijk,89
Devotiealtaar,votiefaltaar,88
Cultuuhistorie,cultuurhistorie,90
Roeien,Romeinen,86
onderhuis,Donderhuisje,86
kerkzaal,kerkenzaal,89
Houtgravure,houtgravures,87
Modellenrecht,Molenrecht,87
kloosterorden,Kloosterorde,88
kloosterorden,kloosterhoven,85
kloosterorden,kloosterpoorten,86
ontginningen,ontginning,91
Kerkmeesters,Kerkmeester,96
Diaconen,Diaconie,88
Steenhouwers,Steenhouwer,96
Steenhouwers,Steenhouwerij,88
Steenhouwers,Steenhouwwerk,88
Orgelmakers,Orgelmaker,95
Orgelmakers,Orgelmakerij,87
Grondwerkers,Grondwerken,87
dormitorium,dormitoria,86
Voorschriften,Voorschrift,92
Bouwprojecten,Bouwproject,92
Barokschilderingen,Balkschilderingen,91
Barokschilderingen,Grotschilderingen,86
Vergunningen,Vergunning,91
erven,werven,91
erven,verven,91
erven,kerven,91
Zakkendragershuisje,zakkendragershuis,89
pleinen,plinten,86
Bouwtechnieken,Bouwtechniek,92
Bouwtechnieken,Breeuwtechnieken,87
Muurwerk,Vuurwerk,88
sociëteiten,sociëteit,90
Kloostergebouwen,Kloosterbouw,86
straalkapel,straalkapellen,88
Metselmortels,metselmortel,88
Restauratiebaksteen,Restauratiekosten,89
Architectuurtekeningen,Architectuurtekening,95
kantoorgebouwen,kantoorgebouw,93
kantoorgebouwen,kantorengebouwen,90
organisaties,Reorganisatie,88
Stadswijken,Stadswijk,90
doopvond,doopvont,88
Heropening,Deuropening,86
Waterlopen,Waterpompen,86
Waterlopen,waterlopen,90
Burgemeesters,Burgemeestershuis,87
Burgemeesters,Burgemeester,96
Burgemeesters,burgemeesters,92
Serviesgoed,serviesgoed,91
Beeldende kunsten,Beeldende kunst,94
Beeldende kunsten,Beeldende kunstenaars,89
Funderingsherstel,Funderingsresten,85
Machines,Machine,93
Gevelstenen,Gevelteken,86
Gevelstenen,gevelsstenen,87
Gevelstenen,Gevelsteen,95
