term_in_csv,other_term,similarity_score
schilderkunst ; negentiende eeuw ; België,schilderkunst ; negentiende eeuw ; Duitsland,85
schilderkunst ; negentiende eeuw ; België,schilderkunst ; negentiende eeuw ; Europa,85
schilderkunst ; negentiende eeuw ; België,schilderkunst ; negentiende eeuw ; Frankrijk,85
schilderkunst ; negentiende eeuw ; België,kunst ; negentiende eeuw ; België,89
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw,87
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw ; Nederland,87
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw ; Spanje,88
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw ; Rusland,86
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw ; Japan,86
schilderkunst ; twintigste eeuw ; België,schilderkunst ; twintigste eeuw ; Europa,85
kunst van Europa ; Nederland,kunst van Europa ; Finland,85
kunst van Europa ; Nederland,kunst van Europa ; Zweden,87
snaarinstrumenten ; Nederland,blaasinstrumenten ; Nederland,90
kunst ; hedendaags ; Europa,schilderkunst ; hedendaags ; Europa,87
kunst ; hedendaags ; Europa,kunst ; hedendaags ; Spanje,85
kunst ; hedendaags ; Europa,tekenkunst ; hedendaags ; Europa,92
kunst ; hedendaags ; Europa,beeldhouwkunst ; hedendaags ; Europa,86
grafische kunst ; hedendaags ; Sovjet Unie,grafische kunst ; hedendaags ; Polen,87
geschiedenis van buitenlandse betrekkingen ; België,geschiedenis van buitenlandse betrekkingen,90
kunst van Afrika,kunst van Amerika,91
kunst ; hedendaags ; Oostenrijk,kunst ; hedendaags ; Hongarije,85
kunst ; hedendaags ; Oostenrijk,beeldhouwkunst ; hedendaags ; Oostenrijk,87
toegepaste grafische kunst in Polen,toegepaste grafische kunst,85
